Gene,A11,A12,A13,A21,A22,A24,B11,B12,B22,B23
4632404H12Rik,518,665,475,453,1101,475,499,674,700,525
Ube2q1,8057,9315,7234,6282,10045,6868,7541,8229,9551,7854
She,412,517,355,518,782,434,273,507,1051,970
Il6ra,575,792,452,593,741,449,272,494,1021,672
Atp8b2,1608,1806,1243,1618,2039,1471,1105,1573,3000,2165
Hax1,2330,2704,2049,1807,2615,2089,2189,2475,3368,2387
Gm19710,105,120,88,83,24,126,76,133,117,137
Ubap2l,14799,15348,11158,10775,15115,11444,11500,11878,13415,10938
Mir7669,2,8,4,0,0,4,7,1,0,0
4933434E20Rik,3694,3942,2845,2450,4693,2568,3482,3908,3900,3296
1700094D03Rik,575,742,580,413,720,576,639,666,890,937
Mir190b,0,0,0,0,0,0,0,0,0,0
Tpm3,52837,52851,38164,39120,60186,40490,38606,40831,45099,36366
Nup210l,248,205,121,143,207,162,185,269,378,266
Rps27rt,0,0,0,0,0,0,0,0,0,0
Rps27,39,37,38,39,53,24,29,53,34,45
Rab13,1082,1200,937,804,1482,701,979,1072,1221,947
Jtb,4200,4687,3756,3438,5214,3216,4285,4836,6310,4352
Creb3l4,3965,3932,3155,2399,4148,2594,3778,3263,3486,3137
Slc39a1,16072,17016,12808,11516,18178,11543,12707,14462,16225,14427
Crtc2,4504,5333,4353,4299,7289,4299,4088,5116,6034,5940
Dennd4b,1211,1466,856,1062,1252,952,670,1648,1802,2009
Mir7012,0,0,0,0,0,0,0,0,0,0
Gatad2b,6019,6196,4212,3924,5812,4527,4650,4708,6976,4642
Slc27a3,327,465,421,277,573,314,483,633,790,661
Ints3,11180,10112,6581,5488,6922,6341,7749,7380,7973,6873
Npr1,401,554,600,531,1022,431,421,811,1887,1262
Ilf2,5157,5270,3667,3929,5146,4120,4808,4670,4801,3927
Snapin,2869,3233,2340,2187,3445,2241,2414,2715,3578,2780
Chtop,10877,12102,8673,8843,12123,9145,10235,10964,11973,9968
S100a1,5214,6090,5320,4669,8501,4388,4943,5877,7385,5317
S100a13,1604,2052,1788,1645,3007,1631,1730,2037,2732,2381
S100a14,11713,11303,7608,7225,14630,7856,7701,8958,10116,7192
S100a16,19584,19552,13454,13793,25964,14181,14205,18428,19462,14475
S100a3,2,20,10,22,60,9,10,1,0,16
S100a2,0,4,3,0,0,4,0,8,0,0
S100a4,355,494,253,724,1424,699,217,667,1176,1113
S100a5,0,14,0,0,0,0,4,2,0,0
S100a6,29627,40135,30757,32064,62967,29348,27728,30774,38686,32812
S100a7a,12,21,8,5,37,10,6,16,0,29
S100a8,924,909,251,7695,2114,8021,660,688,5109,2088
S100a9,1327,1211,340,9553,2796,10255,771,770,6585,2428
Pglyrp4,0,0,2,2,0,13,0,0,0,4
4930529C04Rik,2,2,4,4,0,6,4,0,0,0
S100a7l2,0,0,0,0,0,0,0,0,0,0
Gm36323,0,0,0,0,0,0,0,0,0,0
Gm35185,0,0,0,0,0,0,0,0,0,0
Pglyrp3,0,0,0,0,0,0,0,0,0,0
Lor,36,53,39,76,126,85,15,45,0,36
Prr9,2,8,0,0,0,0,0,0,0,0
Lelp1,0,0,0,0,0,0,0,0,0,0
Sprr2a2,0,0,0,0,0,0,0,0,0,0
Sprr2a1,0,0,0,0,0,0,0,0,0,0
Sprr2a3,40297,37403,18818,26299,47597,25761,17728,28688,28798,20499
Sprr2b,40,59,32,35,22,64,16,10,59,39
Sprr2d,6,0,6,0,18,2,0,0,0,0
Sprr2e,8,0,0,0,0,0,0,0,0,0
Sprr2f,4,0,0,0,28,0,0,0,0,0
Sprr2g,2,2,0,0,0,2,0,0,0,2
Sprr2h,212,165,84,116,328,161,10,14,170,54
Sprr2i,2,0,0,0,0,0,0,0,0,0
Sprr2j-ps,2,0,0,0,0,2,0,0,0,0
Sprr2k,2,12,2,10,0,4,0,0,2,10
Sprr1b,6,4,0,0,0,8,0,0,0,0
Sprr3,0,0,0,0,0,0,0,0,0,0
Sprr1a,1447,1368,850,949,1586,1388,870,1131,1172,737
Sprr4,0,0,0,0,0,0,0,0,0,0
Ivl,0,0,0,0,30,0,0,0,0,4
Smcp,0,4,0,0,0,0,0,0,0,0
Lce6a,0,0,0,0,0,0,0,0,0,0
Lce1a1,0,0,0,0,0,0,0,0,0,0
Lce1b,0,0,0,0,0,0,0,0,0,0
Lce1a2,0,0,0,0,0,0,0,0,0,0
Lce1c,0,0,0,0,0,0,0,0,0,0
Lce1d,0,0,0,0,0,0,0,0,0,0
Lce1e,0,0,0,0,0,0,0,0,0,0
Lce1f,0,0,0,0,0,0,0,0,0,0
Lce1g,0,0,0,0,0,0,0,0,0,0
Lce1h,0,0,0,0,0,0,0,0,0,0
Lce1i,0,0,0,0,0,0,0,0,0,2
Lce1j,0,0,0,0,0,0,0,0,0,0
Lce1k,0,0,0,0,0,0,0,0,0,0
Kprp,0,0,0,0,0,0,0,0,0,0
Lce1l,0,0,0,0,0,0,0,0,0,0
2310050C09Rik,0,0,0,0,0,0,0,0,0,0
Lce3a,0,0,0,0,0,0,0,0,0,0
Lce3b,7,0,0,0,0,0,0,0,0,0
Lce3c,1,0,0,0,0,0,0,0,0,0
Lce3d,0,0,0,0,0,0,0,0,0,0
Lce3e,0,0,0,2,0,0,0,0,0,0
Lce3f,0,2,0,1,0,1,2,0,0,0
Crct1,0,0,0,0,0,0,0,0,0,0
Lce1m,0,0,0,0,0,0,0,0,0,0
Tdpoz8,0,0,0,0,0,0,0,0,0,0
Crnn,56,37,19,88,28,48,38,45,52,14
Flg2,0,0,0,0,0,0,0,0,0,0
Hrnr,0,0,0,0,0,0,0,0,0,0
Rptn,0,0,0,4,0,8,0,0,0,0
Tchh,157,178,130,192,0,170,140,108,220,165
Tchhl1,0,0,0,0,0,0,0,0,0,0
S100a11,23686,20221,14263,16336,27128,17349,16486,16526,19671,14988
S100a10,23686,27819,20600,17961,34022,18445,18994,21018,22799,18113
Tdpoz2,0,0,0,0,0,0,0,0,0,0
Tdpoz1,0,0,0,0,0,0,0,0,0,0
Tdpoz4,0,0,0,0,0,0,0,0,0,2
Tdpoz3,0,0,0,0,0,0,0,0,0,0
Tdpoz9,14,10,6,22,56,22,18,36,0,0
Tdpoz7,0,0,0,0,0,0,0,0,0,0
Tdpoz5,0,0,0,0,0,0,0,0,0,0
Spopfm2,0,0,0,0,0,0,0,0,0,0
Them4,735,1124,813,867,1319,840,1067,965,1366,790
Them5,8,4,8,8,0,10,8,2,26,0
C2cd4d,25,20,19,9,14,15,20,11,0,12
Rorc,4053,5444,3711,2957,4122,2919,3884,4345,5293,3757
Lingo4,10,19,17,8,52,16,14,18,58,14
1700040D17Rik,0,26,15,17,0,10,4,14,0,12
Tdrkh,46,52,41,38,42,50,48,78,134,81
Oaz3,6,37,5,9,0,4,11,22,0,16
Mrpl9,6641,7105,5041,4202,8730,4736,6118,6642,6770,5524
Riiad1,47,42,48,42,9,37,36,42,62,70
Celf3,538,718,679,693,724,778,582,623,1391,969
Snx27,5250,5568,3486,3544,4530,4051,4362,4533,6756,4228
Tuft1,4790,5625,4529,4081,6619,3804,4172,4833,5557,4281
BC021767,255,484,352,297,609,332,303,333,307,320
Selenbp2,826,1402,1036,917,1340,806,1361,1203,1104,1153
Cgn,22842,26475,18445,16283,21912,18744,18867,18884,21671,15616
Pogz,3286,3651,2617,2542,3252,2710,3192,2999,4473,3020
Psmb4,13160,14889,10330,9927,16458,10549,11796,13392,14353,11480
Selenbp1,35598,69508,51025,41456,52505,43574,58517,52903,60299,50969
Rfx5,2584,2323,1945,1629,2020,1759,2112,2460,2854,2340
Pi4kb,4839,5388,4097,3860,4846,3901,4410,4596,5874,4564
Mir7013,34,28,14,8,58,12,10,8,30,9
Zfp687,4745,5081,3859,3058,3985,3918,3717,3695,4237,3169
Psmd4,7316,8938,6290,6167,11305,6619,7472,7695,9817,7285
Pip5k1a,2846,3473,2604,2638,3826,2692,2158,2705,3616,2890
Vps72,3472,4167,3178,3015,4583,2813,3587,4108,4138,3935
Tmod4,83,107,100,47,94,53,110,137,305,111
Scnm1,1686,1815,1191,1149,1577,1143,1475,1580,1797,1559
Lysmd1,309,341,253,237,408,206,235,303,285,331
Tnfaip8l2,242,222,194,259,160,169,135,272,268,385
Sema6c,135,144,133,176,124,117,128,191,560,273
Gabpb2,9400,8921,5857,6018,8032,7182,7209,8070,8539,6477
Gm16740,39,25,15,19,97,41,22,23,12,25
Mllt11,896,1230,714,589,1149,673,852,1049,1172,888
Cdc42se1,11082,11993,9106,7966,12748,8564,8897,11253,12037,9688
Gm128,18,20,9,6,0,14,9,36,19,20
Bnipl,243,430,262,224,216,210,318,363,394,229
Prune1,2631,3704,2244,2068,4064,2470,2622,2679,3544,2334
Mindy1,10082,11229,8512,7271,11935,7838,9113,10149,11326,8565
Anxa9,176,192,226,214,194,142,213,253,283,166
Cers2,10450,11451,8558,8976,15094,9529,9033,9198,11477,10377
Setdb1,4771,5661,3947,3576,5465,4127,4707,4967,5309,4605
4930558C23Rik,0,0,0,0,0,0,2,0,0,0
Gm4349,3,14,0,2,0,0,6,4,0,14
Arnt,6040,6620,4304,4466,6573,4657,4429,4926,6235,4977
Ctsk,602,701,598,917,1354,825,271,1030,1766,1339
Ctss,14305,17068,13344,14837,19193,13079,10662,16099,19011,17021
Hormad1,0,10,0,0,0,0,6,14,0,2
Golph3l,27908,28264,22092,17991,28823,18797,26148,25206,27403,20447
Ensa,7922,9088,7327,6399,9833,6593,7713,8703,11131,8737
Mcl1,34137,39489,27618,26138,42495,25923,27883,32937,43236,32718
Adamtsl4,1822,1845,1294,2028,2305,1879,1135,1914,2475,2332
Ecm1,3695,4692,3208,6491,9480,5396,2336,5060,9751,9138
Mir7014,4,3,7,8,19,6,0,2,27,11
Tars2,3741,3848,2938,2589,4021,3065,3603,3562,4511,3477
Rprd2,5423,5070,3785,3932,6419,4170,4781,5088,6191,4382
Prpf3,2215,2504,1993,1924,2983,1984,2159,2552,3660,2342
Mrps21,2935,3282,2641,2108,3644,2062,3291,3538,3960,3107
C920021L13Rik,58,83,52,47,75,60,33,91,24,86
Ciart,191,253,172,354,610,376,150,228,218,203
BC028528,52,62,56,65,112,68,42,56,128,80
Aph1a,15744,16652,12254,9837,16852,10381,11516,13274,13484,11406
Car14,23,22,34,9,0,14,35,23,0,44
Anp32e,8745,9361,6412,6300,10614,7567,8010,7317,9361,6478
Gm9054,2,4,0,1,0,10,4,6,0,6
Plekho1,899,1002,1070,910,1496,777,723,1458,1994,2280
Vps45,2111,2041,1643,1200,1634,1262,1610,1834,1809,1512
Otud7b,6027,6321,4475,4101,6496,4717,4602,5245,6638,4577
Mtmr11,8649,10834,7645,7013,11460,7472,6871,8511,9686,7460
Sf3b4,4583,5335,3767,3657,5658,3831,3767,4024,4866,3835
Sv2a,85,159,112,99,203,127,99,74,208,259
Bola1,903,1354,895,827,1253,842,1096,1087,1396,893
H2ac21,0,1,3,6,0,11,1,6,0,16
H2ac20,13,41,13,20,0,10,21,20,14,27
H2bc21,790,1160,824,726,1240,654,1145,1052,1058,918
H3c15,0,0,0,0,0,0,0,0,0,0
H3c14,0,0,0,2,0,0,0,0,0,0
H2ac18,0,0,0,0,0,0,0,0,0,0
H2ac19,12,11,1,4,0,6,3,14,0,2
H4c14,8,10,22,26,2,10,24,39,84,20
H3c13,3,14,30,8,47,5,12,25,10,13
H2bc18,8,6,0,4,0,14,22,36,0,6
Fcgr1,470,293,285,463,708,378,189,347,393,686
Rnu1b6,0,1,1,0,0,0,0,0,0,0
Platr30,4,0,0,0,0,0,0,0,0,0
Gm26689,0,0,0,0,0,0,0,2,0,0
Rnu1b1,0,0,0,0,0,0,0,0,0,0
Rnu1b2,0,0,0,0,0,0,0,0,0,0
Terc,33,20,24,20,18,25,27,18,0,12
BC107364,40,18,17,37,0,30,10,12,16,16
Hjv,0,0,10,4,0,0,0,0,34,0
Gm15441,45,72,44,88,72,38,72,94,58,54
Txnip,41213,57920,44698,47517,64559,42774,40877,44756,49547,46222
Polr3gl,1277,1564,1292,1240,2151,1189,1421,1510,2403,1745
Ankrd34a,9,12,24,62,36,26,4,14,16,38
Lix1l,820,1233,948,1473,2388,1231,617,1313,2524,2099
6330549D23Rik,120,87,63,76,178,93,112,87,60,97
Rbm8a,4217,4242,2803,3203,5533,3168,3976,3731,4247,3666
Pex11b,1682,2069,1696,1432,2424,1535,1611,1828,2467,1711
Itga10,316,438,341,344,336,343,478,596,588,651
Ankrd35,327,318,236,269,312,234,193,187,400,253
Pias3,3184,3739,2992,2749,4633,3034,2724,2980,3585,3131
Nudt17,108,189,119,122,328,112,150,153,91,177
Polr3c,5804,6159,4489,3772,6785,4137,4487,4727,5451,4225
Rnf115,4976,5069,4375,3443,5645,3754,4043,4475,4928,4155
Cd160,80,94,72,58,118,69,75,81,100,120
4930442L01Rik,0,0,0,0,0,0,0,0,0,0
Pdzk1,426,495,333,386,530,331,408,460,579,372
Gpr89,3026,3262,2269,1872,3140,1991,2702,3255,2742,2309
Gja8,2,0,0,1,0,10,2,2,44,0
Gja5,78,112,202,180,256,170,180,352,686,466
4930573H18Rik,0,0,0,0,0,0,0,0,0,0
Acp6,3035,4473,3299,2815,4285,3085,3656,3804,4566,3731
Bcl9,4469,4898,3897,4068,5468,4071,3654,3674,4791,3279
Olfr1402,0,0,0,0,0,0,0,0,0,0
Chd1l,2018,2301,1673,1643,2872,1691,1857,2168,2335,1773
Fmo5,1981,6156,4156,3720,5238,4369,3152,3665,5624,4083
Prkab2,1064,1002,801,840,997,987,760,961,1388,1274
Pde4dip,9280,10056,7197,6195,9678,7449,8414,8543,9011,7595
Mir7225,0,0,0,0,0,0,0,0,0,0
Sec22b,5207,5187,4068,3721,4535,3876,4599,4454,6215,4302
Gm5544,0,0,6,0,0,0,0,0,0,0
Notch2,1517,1945,1355,1840,2024,1933,1065,1924,3362,2559
Adam30,0,0,0,0,0,1,8,0,0,0
Reg4,6002,19247,16305,5713,7280,15292,7336,24001,17513,16316
Hmgcs2,48975,127752,92909,58975,129787,74542,93144,59111,73843,72511
Phgdh,3468,2967,2139,1978,2536,2205,2633,2518,2344,1956
Zfp697,151,293,153,164,310,136,212,260,270,222
Gm4450,0,0,2,0,0,0,0,0,0,0
Gm10681,0,0,0,0,0,0,0,0,0,0
Hsd3b4,0,0,0,0,0,0,0,0,0,0
Hsd3b5,0,0,0,0,0,0,0,0,0,0
Hsd3b2,2186,3687,2726,1774,3385,2362,2731,1983,2621,1971
Hsd3b3,9623,17029,13087,9449,17898,11611,14908,10653,13406,9942
Hsd3b6,38,80,78,44,189,53,60,39,8,62
Hsd3b1,2,15,14,2,0,12,5,4,0,2
Hao2,14324,20529,13880,13869,24985,11703,18036,18771,19701,13992
Gm12440,0,0,0,2,0,0,0,4,0,0
Wars2,1858,1666,1159,1126,1379,1219,1403,1402,1662,1116
Mir6481,1,4,1,14,0,2,6,6,0,0
Tbx15,4,12,4,4,0,4,10,4,0,12
Spag17,71,65,46,37,66,59,76,59,6,50
Wdr3,2802,2636,1709,2234,3120,2630,2470,2762,3324,2361
Gdap2,2062,2292,1786,1426,2377,1497,1653,1661,2386,1570
4930406D18Rik,0,0,0,0,0,0,0,0,0,0
Tent5c,566,464,257,196,272,232,468,733,355,233
Man1a2,13733,13666,9182,8437,12264,9993,10675,11435,11766,9661
Gm43464,4,1,0,0,0,4,0,4,0,7
Vtcn1,125,130,33,44,126,84,36,127,108,71
Trim45,130,219,118,168,116,159,240,256,292,250
Ttf2,2200,2054,1231,1467,1614,1566,1408,1575,1686,1280
Cd101,58,32,40,80,78,27,22,64,126,69
Ptgfrn,24278,24267,16581,17853,23836,18948,16713,18233,21808,17355
Cd2,146,210,118,131,372,120,126,326,362,311
Gm32900,0,0,0,0,0,0,0,0,0,0
Igsf3,3130,4038,2454,2435,2636,2959,2089,2810,2834,2556
Atp1a1,263902,299637,229151,186235,276564,184267,211429,198683,234768,196699
Mab21l3,36,46,16,60,0,60,33,20,0,42
Slc22a15,1386,1351,944,944,1791,1203,1316,1255,1270,1157
Nhlh2,2,2,0,0,0,0,0,0,0,0
Casq2,172,210,202,144,216,182,150,245,284,416
Vangl1,2244,2043,1303,1355,2674,1462,1624,1449,2308,1349
A230001M10Rik,2,0,0,0,0,0,0,0,0,0
Ngf,16,35,26,12,40,20,30,58,124,61
Tspan2os,0,0,0,0,0,0,1,0,0,1
Tspan2,540,548,847,488,824,508,497,924,1833,1572
Tshb,4,5,1,3,0,0,2,4,0,4
Sycp1,0,14,2,2,0,2,2,4,0,2
Nr1h5,26,6,0,4,0,4,11,12,42,14
Sike1,3115,3523,2203,2335,3850,2554,3026,3267,3650,2932
Csde1,24359,25921,17900,18540,27598,19054,20575,22076,26716,20320
Nras,7440,7160,5010,5364,9086,5658,5788,6569,7221,5615
Ampd1,0,4,2,6,0,0,0,2,20,2
Dennd2c,206,287,206,196,730,238,200,197,136,192
Bcas2,3789,4271,3251,3449,5500,3708,4143,4319,4947,3816
Trim33,4788,5148,3311,3221,4367,3893,4081,4157,4367,3703
Syt6,50,56,55,103,25,52,84,76,482,158
Olfml3,1121,1171,1082,1466,2242,1207,701,1672,3572,2691
Hipk1,17860,18506,12113,10641,17868,13049,12940,14010,18989,13975
Dclre1b,1516,1592,935,842,1340,1048,918,978,1296,837
Gm15471,11,36,6,13,12,13,13,20,27,26
Ap4b1,2395,2517,1867,1619,2977,1643,2024,2182,2187,2065
Bcl2l15,21,29,10,12,0,12,40,46,44,22
Ptpn22,197,250,156,234,487,163,171,310,377,470
Rsbn1,1631,1528,827,951,1393,1324,1274,1342,1433,1103
Phtf1os,13,77,14,34,27,57,28,69,78,39
Phtf1,1333,1519,940,1058,1322,1078,1124,1517,1595,1519
Magi3,7011,7608,4408,3966,5404,4964,4859,5424,5544,4428
Lrig2,2471,2774,1915,1658,3041,2112,2047,2027,3185,1995
Slc16a1,24457,30117,20462,17456,33488,19327,21722,22836,23187,19929
Tafa3,114,58,68,41,100,22,30,89,116,38
Ppm1j,2691,2031,1769,1162,1960,1167,1144,1678,1611,1993
Rhoc,10062,12556,9400,10561,13525,9346,6848,10743,14557,10853
Mov10,4079,4931,3437,2911,4269,2909,2107,3596,3858,3950
Capza1,16284,16343,11292,10609,15298,11072,11413,11381,13121,10223
St7l,1727,1856,1664,1322,2620,1362,1731,1884,2216,1941
Wnt2b,545,676,398,721,817,691,386,526,1634,965
Cttnbp2nl,10429,9013,7258,5691,9902,6221,7336,8204,9070,7404
4930564D02Rik,0,0,0,0,0,0,0,7,0,0
Kcnd3os,0,0,0,4,0,4,0,6,0,0
Kcnd3,70,98,198,98,204,124,92,174,724,642
Ddx20,2239,2149,1614,1920,2391,1971,1869,1955,2414,1865
Inka2,170,161,192,204,348,214,158,192,388,360
Rap1a,7208,7895,5856,5564,10497,5484,5831,6809,8998,6589
Gm5547,28,28,23,28,0,13,25,70,74,38
Tmigd3,35,36,20,20,40,36,7,10,36,7
Adora3,13,44,10,13,10,21,12,13,0,12
I830077J02Rik,114,84,33,135,78,101,31,68,103,143
Atp5pb,31021,34648,25293,20213,36179,20674,29265,28584,28821,25223
Wdr77,4194,4857,3738,4197,6888,4386,4171,4277,4198,4219
Ovgp1,148,161,128,162,35,131,130,148,412,174
Pifo,0,0,0,4,0,0,0,0,0,0
Chil5,18,31,9,15,9,22,12,30,0,11
Chia1,6,2,0,0,58,3,0,0,0,10
Chil3,765,931,225,2987,3763,2179,986,480,2455,2084
Chil4,7,1,1,17,1,10,1,0,0,16
Chil6,29,26,25,29,44,26,19,32,0,36
2010016I18Rik,501,402,221,274,301,299,261,555,554,415
Dennd2d,9118,8131,6311,4966,7569,5732,6672,7861,7334,6124
Cept1,11512,12595,9953,7856,11890,7924,9144,9887,11467,9694
Dram2,11428,13548,10658,9033,15756,8886,10914,11128,11769,10468
Lrif1,1847,2087,1332,1452,2247,1238,1432,1531,1794,1674
Cd53,1345,1649,937,2319,1900,1897,799,1789,3079,3056
Olfr266,0,0,0,0,0,0,0,0,0,0
Kcna3,12,28,7,20,0,28,14,41,24,20
AI504432,198,265,116,331,222,294,158,208,478,364
Kcna2,87,174,226,136,126,138,144,230,650,642
Kcna10,0,0,0,0,0,0,0,0,0,0
Cym,0,0,0,0,0,0,0,0,0,0
A630076J17Rik,0,0,0,0,0,0,0,0,0,0
Prok1,0,6,3,2,0,4,2,4,0,4
Lamtor5,3217,3356,2570,2329,4116,2263,2866,3124,3581,2722
Slc16a4,214,340,199,187,252,203,271,287,379,281
Rbm15,1312,1365,891,793,1196,1132,1198,1404,1317,1247
Kcnc4,10,14,2,0,0,0,8,18,94,52
Slc6a17,18,95,279,132,170,64,176,242,500,684
Ubl4b,0,0,0,0,0,0,0,0,0,0
Alx3,0,0,0,0,0,0,0,0,0,0
Strip1,5908,6288,4274,4102,7145,4579,4719,5017,5897,4916
Ahcyl1,19228,21011,13972,13850,19226,14954,16442,16927,18361,14707
Csf1,1717,1753,1476,1996,2630,1749,778,2060,3577,3239
Eps8l3,13678,16725,11981,12045,18537,12352,9770,10976,11642,9142
4933431E20Rik,3380,3388,2609,2307,4615,2532,2609,3037,3253,2517
Gstm5,1641,1959,1464,1519,1575,1467,1703,1885,2569,1517
Gstm7,702,763,644,452,626,419,751,799,947,588
Gstm6,757,838,635,511,938,477,983,926,1393,609
Gstm3,2238,3689,2568,1889,3950,2131,3567,2957,3237,2567
Gstm2,5039,6122,4283,3926,5717,3722,4926,5809,6393,4661
Gstm1,14780,21433,14802,10516,21340,11672,17448,18155,19264,14738
Gstm4,832,1475,952,749,1176,868,1297,1196,1011,984
Ampd2,5332,5608,4520,4135,6333,4398,4309,5267,6073,5562
Gm12500,51,13,23,15,0,31,22,54,0,22
Gnat2,102,112,86,59,80,65,174,75,41,98
Gnai3,23182,25059,17244,15705,24108,17162,18726,17399,17352,15955
Gpr61,22,13,0,5,0,8,8,6,0,12
Amigo1,1323,1605,1409,1182,1272,1116,1328,1569,2426,1901
Cyb561d1,3843,4188,2671,2460,4101,2374,2519,2828,2534,2515
Atxn7l2,533,589,483,436,615,449,488,598,904,655
Sypl2,22,30,23,16,0,8,31,26,68,35
Psma5,7045,7661,5746,5179,10348,5729,5869,6386,7060,5725
Sort1,43535,43328,27826,23261,30969,27240,30130,34356,35763,26024
Mybphl,0,4,6,0,0,1,6,0,0,2
Gm12522,16,8,10,15,0,0,29,12,0,13
Psrc1,581,653,399,449,1016,613,492,530,421,400
Celsr2,815,812,550,386,648,667,683,558,888,575
Sars,9798,11386,8039,7458,11789,8049,9151,9377,11161,8900
Elapor1,26135,28514,25008,19635,30106,22076,29466,25890,31620,24350
1700013F07Rik,0,2,0,10,0,4,8,6,0,4
Scarna2,16,17,21,14,32,27,20,31,32,29
Tmem167b,5834,6264,4453,4229,6766,4303,4906,5285,6741,4901
Taf13,2550,2478,1945,1670,3150,1701,2189,2421,2467,2088
Wdr47,893,954,840,561,708,696,660,882,1334,871
Clcc1,2738,2901,2355,2116,2881,2298,2363,2534,3472,2798
Gpsm2,6816,7151,5553,4656,7164,5417,5532,5100,5338,4611
Aknad1,0,0,0,2,0,0,2,0,0,2
Stxbp3,6288,6666,4940,4629,8183,4505,5005,5345,6815,5305
Fndc7,2,10,10,2,0,4,6,4,0,22
Prpf38b,8869,10294,7731,7759,11796,8037,9694,9937,12320,10689
Henmt1,24,22,12,14,0,17,8,20,0,16
Fam102b,14458,11668,7759,6336,12012,7227,7221,7966,10234,7428
Slc25a54,5,2,2,5,0,0,4,2,0,6
Slc25a24,25677,31051,20793,23363,41326,24903,23146,19483,21308,19090
Vav3,1809,2267,1992,1653,2868,2019,2179,1576,2796,1871
Ntng1,12,6,14,10,18,3,8,38,32,88
Prmt6,1834,1773,1262,1412,2110,1364,1435,1487,1793,1476
Gm6602,0,0,0,0,0,0,0,0,0,0
Amy2b,0,0,0,23,0,0,0,0,0,0
Amy2a5,0,0,0,0,0,0,0,0,0,0
Amy2a4,0,0,0,0,0,0,0,0,0,0
Amy2a3,0,0,0,0,0,0,0,0,0,0
Amy2a2,0,0,0,0,0,0,0,0,0,0
Amy1,4,17,102,38,30,6,22,84,106,67
Rnpc3,2209,2513,1650,1703,3170,1718,1833,2212,2793,2252
Col11a1,4,8,26,2,0,4,44,18,276,66
Olfm3,0,14,2,0,0,0,4,0,54,6
S1pr1,1054,1588,882,1899,2228,1593,1014,1746,4008,3329
A930005H10Rik,293,390,262,190,600,260,332,395,318,349
Dph5,704,702,427,648,952,658,600,623,828,661
Slc30a7,9570,9480,6904,6045,8970,6821,8214,8205,8552,7250
Mir669n,0,0,8,0,0,0,0,0,0,0
Extl2,1012,1056,745,905,1895,949,860,967,1162,1027
Vcam1,1710,2012,1271,2586,3871,1980,1196,2498,3980,4376
Gpr88,29,10,26,59,194,59,31,74,210,86
Cdc14a,3347,3967,2978,2658,4310,2821,3092,3047,3272,2876
Rtca,3036,3742,2715,2741,3897,2707,2710,2835,3118,2497
Dbt,3713,3935,2776,2543,4545,2685,3229,3039,3873,2855
Lrrc39,166,218,162,148,116,146,113,149,141,207
Trmt13,382,336,238,256,248,232,326,297,371,304
Sass6,1143,1114,707,600,800,680,950,770,612,683
Mfsd14a,7563,8152,5693,5389,8778,5705,6904,7074,8754,6866
Gm51275,10,8,5,11,0,15,9,22,4,6
Slc35a3,37563,38160,24508,24123,35864,28946,32397,30503,33855,25621
Agl,3298,3269,2021,2078,3411,2236,2672,2595,3274,2471
Frrs1,2790,3101,1496,1814,2313,2172,1840,2111,2299,1351
Palmd,520,688,518,508,1083,508,492,595,708,778
4930455H04Rik,2,0,0,0,0,0,0,0,0,0
1700061I17Rik,0,2,4,4,0,0,0,2,0,0
Plppr4,2,0,4,0,0,0,8,2,0,18
Plppr5,14,12,26,4,0,10,42,23,120,72
Snx7,4228,5606,3889,3603,6699,3723,4649,3950,3778,3230
Mir137,0,0,0,0,0,0,0,0,0,0
Dpyd,1342,3105,1989,2025,3324,2204,1764,1487,2204,1532
Ptbp2,1875,2063,1397,1586,2657,1522,1538,1776,2648,2195
6530403H02Rik,0,0,0,0,0,0,0,0,0,0
Rwdd3,203,301,167,152,520,188,175,219,281,196
Tlcd4,3875,3434,2443,2284,3738,2725,3274,2856,3018,2196
Alg14,1635,1752,1210,1136,1954,1164,1547,1456,1558,1413
Cnn3,5970,5548,4088,4433,6248,4064,4594,5663,10196,8153
Slc44a3,7857,8221,6378,4612,7773,5339,6643,7169,7327,6355
A730020M07Rik,0,12,0,10,78,2,16,6,12,17
4930432M17Rik,0,0,0,0,0,0,0,0,0,0
F3,3766,4292,2314,5643,7808,5371,2734,3226,4656,3184
Abcd3,22208,29582,20799,17610,23118,19556,22638,19120,20616,16214
Arhgap29,2515,2107,1876,1905,2474,1834,1768,2188,3971,2761
Abca4,10,2,30,9,46,2,1,16,80,28
Gclm,7498,10678,6853,8225,11875,8920,8813,8484,9685,7243
Dnttip2,3739,4248,3049,3232,5098,3206,3098,3295,4291,2960
Mir760,0,4,4,6,0,0,2,3,0,16
Gm4610,6,17,4,2,0,16,3,32,0,22
Bcar3,6065,5938,3770,4042,5100,3802,3677,4599,4370,4065
Fnbp1l,11338,11067,7260,6719,10733,7686,8777,8720,9800,7474
Mir7657,0,0,0,0,0,0,0,0,0,0
Gm43568,3,0,4,4,0,0,2,14,22,6
Pde5a,9633,10508,7503,8079,10993,9254,8495,9208,12876,9703
4930447N08Rik,10,0,3,2,0,5,6,0,0,0
4933405D12Rik,11,18,12,7,17,13,26,32,35,34
Fabp2,8758,16784,13416,7196,15639,8727,14571,11289,11336,9110
1810037I17Rik,4731,5915,4915,4247,7585,4124,5019,5735,6753,5027
Usp53,5116,5536,2935,2823,3782,3581,3436,3281,3776,2543
Myoz2,0,10,1,2,0,11,7,28,0,13
